time,open,high,low,close,tick_volume,spread,real_volume
2021-01-03 23:00:00,1909.308,1914.896,1907.729,1913.094,3729,3.0,0
2021-01-04 00:00:00,1913.048,1913.594,1909.942,1913.386,3152,3.0,0
2021-01-04 01:00:00,1913.368,1918.698,1912.309,1916.66,5539,3.0,0
2021-01-04 02:00:00,1916.651,1921.772,1915.564,1921.619,3729,3.0,0
2021-01-04 03:00:00,1921.646,1925.218,1920.747,1923.158,3082,3.0,0
2021-01-04 04:00:00,1923.169,1923.669,1920.26,1922.637,2628,3.0,0
2021-01-04 05:00:00,1922.638,1922.924,1918.953,1921.602,3391,3.0,0
2021-01-04 06:00:00,1921.651,1925.489,1921.462,1922.888,3639,3.0,0
2021-01-04 07:00:00,1922.938,1925.389,1922.317,1924.768,3109,3.0,0
2021-01-04 08:00:00,1924.783,1935.103,1924.593,1932.078,5241,3.0,0
2021-01-04 09:00:00,1932.075,1933.869,1930.537,1932.164,3590,3.0,0
2021-01-04 10:00:00,1932.117,1934.433,1927.913,1933.483,3899,3.0,0
2021-01-04 11:00:00,1933.487,1936.435,1932.323,1933.47,3810,3.0,0
2021-01-04 12:00:00,1933.419,1934.752,1930.057,1931.853,4636,3.0,0
2021-01-04 13:00:00,1931.898,1942.146,1929.759,1939.778,6335,3.0,0
2021-01-04 14:00:00,1939.818,1943.646,1936.539,1941.375,6525,3.0,0
2021-01-04 15:00:00,1941.391,1944.372,1929.27,1942.919,8154,3.0,0
2021-01-04 16:00:00,1942.969,1943.585,1937.279,1939.923,5972,3.0,0
2021-01-04 17:00:00,1939.952,1941.553,1932.619,1937.042,6461,3.0,0
2021-01-04 18:00:00,1936.993,1943.62,1936.264,1943.62,4342,3.0,0
2021-01-04 19:00:00,1943.609,1943.609,1939.255,1942.437,3694,3.0,0
2021-01-04 20:00:00,1942.39,1944.082,1940.872,1943.674,3541,3.0,0
2021-01-04 21:00:00,1943.72,1943.914,1941.729,1942.815,1656,3.0,0
2021-01-04 23:00:00,1942.408,1945.563,1940.402,1941.686,2553,3.0,0
2021-01-05 00:00:00,1941.687,1941.687,1937.785,1938.51,3025,3.0,0
2021-01-05 01:00:00,1938.461,1939.667,1934.267,1937.348,4227,3.0,0
2021-01-05 02:00:00,1937.394,1940.046,1936.738,1939.344,3435,3.0,0
2021-01-05 03:00:00,1939.348,1943.899,1939.14,1941.055,3276,3.0,0
2021-01-05 04:00:00,1941.063,1941.744,1936.656,1939.602,2976,3.0,0
2021-01-05 05:00:00,1939.552,1940.79,1937.696,1938.356,3277,3.0,0
2021-01-05 06:00:00,1938.404,1942.277,1936.934,1940.637,3816,3.0,0
2021-01-05 07:00:00,1940.63,1943.898,1939.008,1939.585,3922,3.0,0
2021-01-05 08:00:00,1939.631,1943.577,1939.411,1942.358,4228,3.0,0
2021-01-05 09:00:00,1942.347,1948.182,1941.712,1945.639,4397,3.0,0
2021-01-05 10:00:00,1945.591,1947.564,1943.497,1946.833,3570,3.0,0
2021-01-05 11:00:00,1946.847,1950.194,1946.215,1949.852,3891,3.0,0
2021-01-05 12:00:00,1949.865,1950.504,1945.516,1949.022,4606,3.0,0
2021-01-05 13:00:00,1948.971,1951.816,1946.219,1949.374,5708,3.0,0
2021-01-05 14:00:00,1949.422,1952.552,1941.387,1945.571,7665,3.0,0
2021-01-05 15:00:00,1945.504,1948.841,1938.938,1943.456,7094,3.0,0
2021-01-05 16:00:00,1943.501,1951.479,1942.747,1950.584,4839,3.0,0
2021-01-05 17:00:00,1950.607,1951.729,1947.601,1950.016,4262,3.0,0
2021-01-05 18:00:00,1949.967,1952.143,1948.921,1951.185,3662,3.0,0
2021-01-05 19:00:00,1951.225,1952.985,1949.851,1951.296,3493,3.0,0
2021-01-05 20:00:00,1951.246,1952.059,1948.075,1949.36,3737,3.0,0
2021-01-05 21:00:00,1949.406,1950.794,1947.641,1949.957,2050,3.0,0
2021-01-05 23:00:00,1950.165,1953.14,1948.516,1950.228,2928,3.0,0
2021-01-06 00:00:00,1950.279,1953.174,1948.719,1952.112,3399,3.0,0
2021-01-06 01:00:00,1952.06,1955.242,1946.664,1947.853,6341,3.0,0
2021-01-06 02:00:00,1947.899,1949.893,1942.095,1943.97,4094,3.0,0
2021-01-06 03:00:00,1943.969,1948.314,1942.073,1942.111,3933,3.0,0
2021-01-06 04:00:00,1942.061,1948.573,1941.297,1944.586,4355,3.0,0
2021-01-06 05:00:00,1944.634,1946.74,1943.021,1943.712,3087,3.0,0
2021-01-06 06:00:00,1943.736,1946.381,1943.218,1945.03,3090,3.0,0
2021-01-06 07:00:00,1944.984,1949.388,1943.332,1947.796,4412,3.0,0
2021-01-06 08:00:00,1947.749,1956.557,1946.174,1952.861,4473,3.0,0
2021-01-06 09:00:00,1952.862,1957.812,1952.768,1957.72,4293,3.0,0
2021-01-06 10:00:00,1957.672,1959.29,1954.27,1956.581,4752,3.0,0
2021-01-06 11:00:00,1956.582,1957.785,1945.277,1945.277,5057,3.0,0
2021-01-06 12:00:00,1945.229,1948.5,1925.762,1933.893,10083,3.0,0
2021-01-06 13:00:00,1933.847,1943.555,1930.646,1932.873,9533,3.0,0
2021-01-06 14:00:00,1932.828,1938.08,1927.384,1932.329,9284,3.0,0
2021-01-06 15:00:00,1932.283,1933.698,1903.939,1909.703,12030,3.0,0
2021-01-06 16:00:00,1909.749,1909.925,1900.692,1907.976,8656,3.0,0
2021-01-06 17:00:00,1908.022,1908.022,1902.469,1907.502,5066,3.0,0
2021-01-06 18:00:00,1907.515,1911.512,1906.023,1911.415,4209,3.0,0
2021-01-06 19:00:00,1911.397,1921.25,1908.518,1918.388,7258,3.0,0
2021-01-06 20:00:00,1918.324,1924.246,1915.296,1918.183,5776,3.0,0
2021-01-06 21:00:00,1918.234,1921.085,1915.929,1918.86,2688,3.0,0
2021-01-06 23:00:00,1920.973,1924.399,1919.654,1923.991,3008,3.0,0
2021-01-07 00:00:00,1923.943,1924.562,1918.637,1918.937,3222,3.0,0
2021-01-07 01:00:00,1918.938,1921.587,1915.652,1918.081,4962,3.0,0
2021-01-07 02:00:00,1918.056,1919.022,1914.708,1916.107,4140,3.0,0
2021-01-07 03:00:00,1916.061,1918.799,1914.783,1917.905,3124,3.0,0
2021-01-07 04:00:00,1917.899,1918.509,1916.631,1917.673,2312,3.0,0
2021-01-07 05:00:00,1917.675,1921.086,1916.006,1920.747,3278,3.0,0
2021-01-07 06:00:00,1920.753,1927.597,1919.675,1926.382,4359,3.0,0
2021-01-07 07:00:00,1926.328,1927.404,1919.178,1920.679,4515,3.0,0
2021-01-07 08:00:00,1920.659,1922.478,1916.141,1917.914,5285,3.0,0
2021-01-07 09:00:00,1917.894,1921.887,1914.982,1915.701,5224,3.0,0
2021-01-07 10:00:00,1915.697,1917.982,1908.773,1911.93,6145,3.0,0
2021-01-07 11:00:00,1911.888,1921.12,1911.299,1918.368,5330,3.0,0
2021-01-07 12:00:00,1918.414,1918.628,1914.534,1917.552,4295,3.0,0
2021-01-07 13:00:00,1917.605,1919.499,1910.317,1913.19,6104,3.0,0
2021-01-07 14:00:00,1913.241,1919.753,1906.796,1910.044,8096,3.0,0
2021-01-07 15:00:00,1909.883,1918.074,1908.678,1913.604,7699,3.0,0
2021-01-07 16:00:00,1913.651,1917.831,1912.125,1913.063,4884,3.0,0
2021-01-07 17:00:00,1913.058,1913.528,1909.046,1911.018,4258,3.0,0
2021-01-07 18:00:00,1911.021,1916.13,1910.304,1915.475,3851,3.0,0
2021-01-07 19:00:00,1915.522,1917.631,1914.269,1917.025,3353,3.0,0
2021-01-07 20:00:00,1917.074,1918.028,1912.855,1913.389,3311,3.0,0
2021-01-07 21:00:00,1913.439,1915.028,1912.622,1913.462,1621,3.0,0
2021-01-07 23:00:00,1915.64,1917.418,1914.806,1916.54,1848,3.0,0
2021-01-08 00:00:00,1916.548,1916.605,1912.752,1913.191,2392,3.0,0
2021-01-08 01:00:00,1913.197,1913.941,1910.41,1910.853,4062,3.0,0
2021-01-08 02:00:00,1910.846,1912.63,1909.833,1912.156,3069,3.0,0
2021-01-08 03:00:00,1912.156,1912.156,1908.572,1910.603,2526,3.0,0
2021-01-08 04:00:00,1910.555,1910.673,1906.506,1909.237,2253,3.0,0
2021-01-08 05:00:00,1909.239,1911.509,1907.211,1908.117,2928,3.0,0
2021-01-08 06:00:00,1908.101,1909.223,1905.915,1907.277,3319,3.0,0
2021-01-08 07:00:00,1907.249,1911.616,1904.311,1904.787,3903,3.0,0
2021-01-08 08:00:00,1904.741,1904.741,1876.354,1888.878,11947,3.0,0
2021-01-08 09:00:00,1888.901,1892.908,1886.369,1891.856,5664,3.0,0
2021-01-08 10:00:00,1891.905,1893.96,1889.887,1890.98,4220,3.0,0
2021-01-08 11:00:00,1890.951,1894.076,1890.137,1894.044,3715,3.0,0
2021-01-08 12:00:00,1894.047,1894.444,1886.534,1889.116,5117,3.0,0
2021-01-08 13:00:00,1889.064,1890.851,1876.305,1890.751,12587,3.0,0
2021-01-08 14:00:00,1890.803,1892.595,1857.971,1864.866,12500,3.0,0
2021-01-08 15:00:00,1864.812,1866.382,1849.777,1862.792,13399,3.0,0
2021-01-08 16:00:00,1862.829,1865.532,1852.612,1855.454,9360,3.0,0
2021-01-08 17:00:00,1855.461,1857.041,1839.498,1843.974,12509,3.0,0
2021-01-08 18:00:00,1844.03,1845.694,1828.156,1838.05,12415,3.0,0
2021-01-08 19:00:00,1838.098,1847.391,1837.483,1846.521,6339,3.0,0
2021-01-08 20:00:00,1846.474,1849.254,1844.343,1847.794,5006,3.0,0
2021-01-08 21:00:00,1847.748,1849.576,1845.409,1849.37,1182,3.0,0
2021-01-10 23:00:00,1855.038,1855.537,1841.553,1844.71,4881,3.0,0
2021-01-11 00:00:00,1844.68,1849.418,1841.383,1841.383,4379,3.0,0
2021-01-11 01:00:00,1841.356,1841.549,1816.935,1828.599,11393,3.0,0
2021-01-11 02:00:00,1828.643,1838.434,1826.443,1835.474,5512,3.0,0
2021-01-11 03:00:00,1835.428,1835.622,1828.539,1830.697,4987,3.0,0
2021-01-11 04:00:00,1830.678,1834.296,1827.033,1834.071,4460,3.0,0
2021-01-11 05:00:00,1834.117,1842.052,1832.947,1840.519,5009,3.0,0
2021-01-11 06:00:00,1840.539,1849.048,1838.916,1846.457,5024,3.0,0
2021-01-11 07:00:00,1846.412,1850.208,1843.041,1846.12,5995,3.0,0
2021-01-11 08:00:00,1846.179,1855.472,1846.085,1849.215,7458,3.0,0
2021-01-11 09:00:00,1849.266,1852.536,1846.567,1848.586,4936,3.0,0
2021-01-11 10:00:00,1848.535,1852.013,1846.913,1851.947,4523,3.0,0
2021-01-11 11:00:00,1851.901,1852.286,1848.913,1849.316,4049,3.0,0
2021-01-11 12:00:00,1849.29,1850.409,1841.34,1842.637,5396,3.0,0
2021-01-11 13:00:00,1842.683,1842.867,1831.832,1834.399,7699,3.0,0
2021-01-11 14:00:00,1834.446,1842.843,1829.009,1842.175,9838,3.0,0
2021-01-11 15:00:00,1842.128,1850.477,1840.627,1848.875,8017,3.0,0
2021-01-11 16:00:00,1848.83,1850.626,1844.444,1849.01,6457,3.0,0
2021-01-11 17:00:00,1848.985,1849.863,1846.78,1848.587,4315,3.0,0
2021-01-11 18:00:00,1848.576,1851.592,1845.895,1847.013,4522,3.0,0
2021-01-11 19:00:00,1847.05,1849.003,1846.538,1846.79,4163,3.0,0
2021-01-11 20:00:00,1846.85,1847.393,1844.635,1845.092,3852,3.0,0
2021-01-11 21:00:00,1845.143,1845.862,1843.33,1843.412,1765,3.0,0
2021-01-11 23:00:00,1844.915,1848.503,1844.386,1847.233,2455,3.0,0
2021-01-12 00:00:00,1847.186,1848.142,1843.751,1845.026,3030,3.0,0
2021-01-12 01:00:00,1844.979,1847.045,1841.182,1845.88,5068,3.0,0
2021-01-12 02:00:00,1845.926,1849.115,1845.049,1847.314,3756,3.0,0
